
Analysis:col5x, Loadset:Prescribed Temperature
max_beam_bending, 0
max_beam_tensile, 0
max_beam_torsion, 0
max_beam_total, 0
max_disp_mag, 1, 45.7542, -7.68777, 5
max_disp_x, 1, 51.2187, -4.71992, 2.5
max_disp_y, 0.418334, 60, 0, 5
max_disp_z, 0.0704271, 42.8058, -10.8047, -5
max_prin_mag, 11131.2, 53.8909, -6.10913, -5
max_rot_mag, 0, 45.7542, -7.68777, 5
max_rot_x, 0, -1, 0, 0
max_rot_y, 0, -1, 0, 0
max_rot_z, 0, -1, 0, 0
max_stress_prin, 11131.2, 53.8909, -6.10913, -5
max_stress_vm, 7192.78, 46.8198, -13.1802, -5
max_stress_xx, 7868.39, 46.8198, -13.1802, -5
max_stress_xy, 2562.42, 46.8198, -13.1802, -2.5
max_stress_xz, -3159.26, 46.8198, -13.1802, -5
max_stress_yy, 10035.1, 53.8909, -6.10913, -5
max_stress_yz, -1060.08, 45.8865, -11.8881, -5
max_stress_zz, 5511.88, 46.8198, -13.1802, -5
min_stress_prin, -2325.48, 50.1799, -4.64774, -2.5
strain_energy, 261681
F1, -477480
F2, 38356
F3, -1.40308e+006
F4x, -26362.3
F4y, -47638.3
F5x, 523362
F5y, -46728.4
F6x, -19519.8
F6y, 56010.7
