
Analysis:col1, Loadset:Prescribed Temperature
max_beam_bending, 0
max_beam_tensile, 0
max_beam_torsion, 0
max_beam_total, 0
max_disp_mag, 1.00169, 7.5, 17.4637, 5
max_disp_x, 1.00085, 7.5, 17.4637, 5
max_disp_y, -0.348658, 60, 0, 2.5
max_disp_z, -0.173373, 5.06611, 42.7167, -5
max_prin_mag, -40018.1, 11.4645, -48.5355, -5
max_rot_mag, 0, 45.7542, -7.68777, 5
max_rot_x, 0, -1, 0, 0
max_rot_y, 0, -1, 0, 0
max_rot_z, 0, -1, 0, 0
max_stress_prin, 7287.37, 16.8004, -40.3336, -5
max_stress_vm, 26677.5, 11.4645, -48.5355, -5
max_stress_xx, -35436.3, 11.4645, -48.5355, -5
max_stress_xy, -9115.22, 11.4645, -48.5355, -5
max_stress_xz, 4369.1, 10.4106, -43.0149, -5
max_stress_yy, -15335, 11.4645, -48.5355, -5
max_stress_yz, 3660.25, 11.4645, -48.5355, -5
max_stress_zz, -16805.9, 11.4645, -48.5355, -5
min_stress_prin, -40018.1, 11.4645, -48.5355, -5
strain_energy, 1.34911e+006
F1, 2.69822e+006
F2, -40215.9
F3, 953030
F4x, -1.09397e+006
F4y, 152380
F5x, -498989
F5y, 47709.6
F6x, -1.10526e+006
F6y, -159874
