
Analysis:col3, Loadset:Prescribed Temperature
max_beam_bending, 0
max_beam_tensile, 0
max_beam_torsion, 0
max_beam_total, 0
max_disp_mag, 0.872839, 0, 50, -5
max_disp_x, 0.872665, 0, -50, -5
max_disp_y, -0.159117, 7.5, 50, -5
max_disp_z, -0.136757, 5.6189, -45.8533, -5
max_prin_mag, -31047.9, 11.4645, -48.5355, -5
max_rot_mag, 0.0174533, -1, 0, 0
max_rot_x, 0, -1, 0, 0
max_rot_y, 0, -1, 0, 0
max_rot_z, 0.0174533, -1, 0, 0
max_stress_prin, 24213.4, 11.4645, 48.5355, -5
max_stress_vm, 20313.3, 11.4645, -48.5355, -5
max_stress_xx, -27724.9, 11.4645, -48.5355, -5
max_stress_xy, -6684.77, 11.4645, -48.5355, -5
max_stress_xz, 3370.44, 10.1028, 46.0086, 5
max_stress_yy, -12238.4, 11.4645, -48.5355, -5
max_stress_yz, 2900.49, 11.4645, -48.5355, -5
max_stress_zz, -13203.8, 11.4645, -48.5355, -5
min_stress_prin, -31047.9, 11.4645, -48.5355, -5
strain_energy, 639203
F1, 16408
F2, 110518
F3, 7.32473e+007
F4x, -768203
F4y, 3965.47
F5x, -26107.4
F5y, -109031
F6x, 777902
F6y, -5452.63
